trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
545,False,"{'a': 0.5, 'e': 0.06554620271802433}",30,10,32.673730341554744,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.06521928966812753}",20,12,16.420534966279057,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.06489400710386926}",20,16,6.936269448212026,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.06457034689316847}",25,4,3.487545108370612,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.06424830094450308}",20,14,12.387771912479197,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.06392786120670757}",30,19,22.152418858443966,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.0636090196687718}",20,16,10.013454104198097,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.0632917683596407}",20,11,16.565157502851097,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.06297609934801507}",25,15,17.619833194309447,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.06266200474215315}",20,16,7.981250229548968,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.06234947668967343}",25,17,14.337292487721388,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.06203850737735829}",30,10,-51.73412888171966,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",1
557,False,"{'a': 0.5, 'e': 0.06172908903095879}",20,12,13.332977887019423,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.06142121391500013}",25,11,24.45780549945661,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.06111487433258836}",30,18,23.572421813887875,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.06081006262521795}",25,10,27.4664084938082,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.5, 'e': 0.06050677117258039}",30,12,19.111656785925945,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.06020499239237354}",30,6,39.8021250786702,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.05990471874011218}",25,17,13.245532715854761,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.05960594270893937}",30,16,-16.314206523161722,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
565,False,"{'a': 0.5, 'e': 0.05930865682943872}",25,9,21.421862272480162,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.05901285366944784}",20,8,21.21406899792411,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.058718525833872284}",25,17,11.950324396003174,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.05842566596450083}",20,10,14.896798546504575,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.058134266739821465}",20,14,13.14566667074631,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.057844320874838456}",20,0,30.58886253057609,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
571,False,"{'a': 0.5, 'e': 0.05755582112089005}",20,12,14.434572532145307,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.05726876026546736}",20,8,21.400957521584772,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.056983131132034036}",20,7,26.7334246547182,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.0566989265798469}",20,9,19.312314090607206,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.05641613950377735}",30,11,37.58612117041667,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.056134762834133725}",20,6,21.29687724363357,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.05585478953648462}",20,13,14.431521102622764,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.05557621261148306}",20,10,17.519013715584496,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.05529902509469138}",25,20,9.628557589652356,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.05502322005640723}",30,22,14.064334570313754,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.054748790601490266}",20,12,14.416575452347834,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.05447572986918986}",20,14,11.140881151718661,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.054204031032973464}",20,12,15.254508582183636,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.05393368730035602}",25,17,13.699380524553153,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.05366469191273011}",20,12,18.6960555024433,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.053397038145197084}",25,10,25.97976249449641,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.05313071930639878}",25,19,9.911382971877021,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.05286572873835037}",20,14,4.340083517665218,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.05260205981627384}",20,10,15.439523303527288,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.05233970594843238}",30,24,11.921440288362515,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.05207866057596569}",20,6,24.598577841180642,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.05181891717272583}",25,18,16.2743991347171,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.0515604692451142}",25,0,36.518067304674176,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
594,False,"{'a': 0.5, 'e': 0.05130331033191911}",20,10,15.395484945738062,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.051047434004154395}",20,14,9.14636680413446,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.0507928338648985}",25,14,19.673156236287596,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.050539503549134696}",30,8,36.85657560740955,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.050287436723591865}",35,21,12.079077071102509,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
599,False,"{'a': 0.5, 'e': 0.05003662708658628}",25,19,13.059223516452146,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.049787068367863944}",20,14,6.8217598948584435,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.04953875432844388}",20,12,14.950895216551537,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.5, 'e': 0.04929167876046215}",20,9,6.497832424639497,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
603,False,"{'a': 0.5, 'e': 0.04904583548701673}",25,10,27.84487233657941,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.04880121836201296}",20,6,26.119641978896535,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.048557821270009974}",25,13,13.131405347250672,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.04831563812606777}",20,14,-27.506088998291737,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
607,False,"{'a': 0.5, 'e': 0.04807466287559518}",20,16,6.197454684885081,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.04783488949419837}",20,7,25.78239985825448,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.5, 'e': 0.04759631198753032}",20,10,20.571011896360822,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.04735892439114091}",20,6,23.600651541859964,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.5, 'e': 0.04712272077032791}",20,9,9.725655866735698,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.046887695219988486}",35,23,22.730534415835507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.04665384186447163}",20,11,13.563132830371638,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.5, 'e': 0.04642115485743125}",20,2,-26.481992082520723,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
615,False,"{'a': 0.5, 'e': 0.0461896283816801}",30,13,32.77337445603764,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.5, 'e': 0.045959256649044204}",20,7,-41.97156562099157,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
617,False,"{'a': 0.5, 'e': 0.04573003390021825}",35,19,30.509541938340604,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.04550195440462157}",20,8,21.751821221533397,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.045275012460254886}",35,25,20.903123639166076,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.0450492023935578}",25,17,11.945303065782614,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.04482451855926687}",30,17,-0.6837407901915746,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
622,False,"{'a': 0.5, 'e': 0.044600955340274535}",30,10,38.68041041218731,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.04437850714748865}",20,15,7.652697838558207,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.04415716841969286}",20,9,-21.23537523864626,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
625,False,"{'a': 0.5, 'e': 0.04393693362340742}",20,5,4.023454073162874,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
626,False,"{'a': 0.5, 'e': 0.04371779725275094}",20,11,16.479897548970772,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.5, 'e': 0.04349975382930273}",30,22,11.82146076142081,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.5, 'e': 0.043282797901965896}",20,12,15.835435965353636,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.5, 'e': 0.04306692404683092}",25,9,24.00800803604604,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.04285212686704019}",30,11,30.11760533194933,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.5, 'e': 0.04263840099265299}",30,13,26.52786058469216,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.042425741080511385}",20,12,15.905887695157627,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.042214141814106466}",20,11,19.42799363941995,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.5, 'e': 0.04200359790344555}",20,14,11.00160219142491,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.041794104084919896}",30,20,18.88045541136657,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.04158565512117316}",20,7,20.84643616113684,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.5, 'e': 0.04137824580097038}",30,12,31.36352088192936,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.04117187093906774}",20,15,7.759056787159565,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.5, 'e': 0.040966525376082925}",20,11,16.93955508600785,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.04076220397836621}",25,17,15.855735509762502,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.5, 'e': 0.040558901637871986}",25,11,-21.036224530332074,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
642,False,"{'a': 0.5, 'e': 0.04035661327203115}",25,16,14.781035279274693,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.5, 'e': 0.040155333823624025}",20,12,16.896619459754326,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.5, 'e': 0.039955058260653896}",20,5,23.139469397898146,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.5, 'e': 0.039755781576221304}",30,11,32.671232351181935,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.5, 'e': 0.039557498788398725}",20,13,15.751505287780127,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.5, 'e': 0.03936020494010615}",20,11,17.97023537253016,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.039163895098987066}",20,8,23.65296981465225,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.5, 'e': 0.03896856435728526}",30,12,34.14532392263919,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.03877420783172201}",30,16,27.072841219771625,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.03858082066337404}",20,13,12.711283647596018,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.038388398017552054}",20,12,17.924653818150443,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.5, 'e': 0.038196935083679925}",20,14,11.634829938272981,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.5, 'e': 0.038006427075174314}",25,13,21.79614309401566,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.03781686922932508}",20,14,10.029571594146832,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.5, 'e': 0.0376282568071762}",25,17,5.48850947024181,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
657,False,"{'a': 0.5, 'e': 0.03744058509340732}",25,10,27.865994502031057,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.03725384939621581}",25,13,20.343324565484682,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.5, 'e': 0.0370680450471995}",20,13,12.08980540044658,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.036883167401239994}",20,6,25.095590517495868,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.5, 'e': 0.03669921183638653}",25,9,28.785009808514943,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.5, 'e': 0.0365161737537404}",30,22,15.505154218332908,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.5, 'e': 0.036334048577339996}",20,8,24.18661181468877,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.03615283175404641}",25,12,24.359493054484375,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.035972518753429654}",20,9,17.35447448961414,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.0357931050676553}",30,12,30.528852326276827,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.03561458621137186}",30,17,22.76981823296717,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.03543695772159864}",25,19,11.132530875568968,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.5, 'e': 0.03526021515761412}",30,10,37.0093901280416,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.035084354100845025}",25,3,41.80836697366383,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.03490937015475576}",25,11,13.10840091755659,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.03473525894473856}",20,9,16.249629609372576,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.0345620161180041}",20,14,0.8191295308512783,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.5, 'e': 0.03438963734347271}",20,3,28.201237795060475,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.03421811831166603}",25,12,20.918448251625723,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.034047454734599344}",20,8,20.894852295076156,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.033877642345674315}",25,7,33.30785852214547,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.5, 'e': 0.033708676899572396}",20,8,18.98062813065348,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.5, 'e': 0.033540554172148636}",20,6,26.55741326712942,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.03337326996032608}",20,12,15.556181104696725,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.5, 'e': 0.03320682008199072}",30,6,1.0495992146500404,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
682,False,"{'a': 0.5, 'e': 0.03304120037588693}",20,14,9.419384004885138,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.03287640670151345}",30,12,-5.0931910818370385,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
684,False,"{'a': 0.5, 'e': 0.03271243493901982}",20,9,22.67781354059395,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.03254928098910342}",20,9,20.67357751247475,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.03238694077290704}",25,16,15.225419956146695,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.5, 'e': 0.0322254102319168}",25,18,16.273824792200234,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.5, 'e': 0.03206468532786077}",25,2,29.936030635363718,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.5, 'e': 0.03190476204260796}",30,18,19.50453009422884,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.5, 'e': 0.03174563637806794}",30,21,16.841825896747455,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.5, 'e': 0.031587304356090785}",30,20,19.15899978472177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.5, 'e': 0.03142976201836771}",30,13,28.609420593204533,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 0.03127300542633206}",20,11,19.426914345338343,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.5, 'e': 0.03111703066106086}",20,13,13.803337225615058,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.030961833823176882}",30,18,26.854956187186787,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.5, 'e': 0.030807411032751076}",20,10,18.06222056762256,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.5, 'e': 0.030653758429205646}",20,9,19.758780829960703,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.030500872171217483}",25,13,23.98438992764735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.5, 'e': 0.030348748436622202}",20,16,7.505830228154451,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.0301973834223185}",20,0,25.982303501726506,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
701,False,"{'a': 0.5, 'e': 0.03004677334417314}",25,7,34.73289119617251,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.5, 'e': 0.029896914436926308}",25,15,20.867681898518626,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.029747802954097544}",20,8,20.165153557612793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.5, 'e': 0.029599435167892}",25,12,20.821774599063,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.5, 'e': 0.02945180736910729}",20,12,14.194995610185567,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.029304915867040746}",20,12,12.57067131783374,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.02915875698939719}",20,10,17.976972362214255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.5, 'e': 0.029013327082197053}",20,12,-25.168289688517763,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
709,False,"{'a': 0.5, 'e': 0.028868622509685086}",25,14,13.983115061867508,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.028724639654239423}",25,20,9.696104355870077,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.5, 'e': 0.028581374916281203}",30,22,15.638350280306492,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.028438824714184505}",20,15,10.122080804342533,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.5, 'e': 0.028296985484186854}",20,13,14.784189421494819,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.028155853680300096}",20,15,9.86223469122931,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.5, 'e': 0.028015425774221808}",20,6,27.445099803049516,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.5, 'e': 0.027875698255247015}",20,8,21.02994885847344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.5, 'e': 0.027736667630180466}",20,10,19.405513975162016,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.5, 'e': 0.027598330423249287}",20,13,11.189640856458157,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.5, 'e': 0.027460683176016094}",20,0,25.854607167559834,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
720,False,"{'a': 0.5, 'e': 0.02732372244729256}",25,17,15.974036693545296,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.5, 'e': 0.027187444813053317}",25,18,13.474035606967611,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.5, 'e': 0.027051846866350416}",25,14,20.66995836740712,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.5, 'e': 0.026916925217228112}",20,16,8.789723481537225,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.5, 'e': 0.026782676492638175}",20,3,30.43241199357028,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.5, 'e': 0.026649097336355485}",30,10,37.81294363121639,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.5, 'e': 0.02651618440889418}",30,13,34.22411246055768,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.02638393438742414}",20,8,19.753414122133925,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 0.02625234396568796}",20,15,8.434584306037765,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.5, 'e': 0.026121409853918233}",30,13,34.368793745269095,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.5, 'e': 0.025991128778755347}",30,18,23.67109006308105,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
